customer_id,age,tenure_months,customer_segment,historical_orders,historical_revenue,avg_order_value,days_since_last_purchase,website_visits,email_opens,email_clicks,previous_campaign_response,treatment_received,discount_percentage,purchase,purchase_value,discount_cost,net_revenue,true_baseline_purchase_probability,true_treatment_purchase_probability,true_ite,true_treatment_probability
59898,18,114,standard,9,1036.91,101.03,14,9,10,0,1,1,0.2,1,71.06,14.21,56.85,0.5781213414,0.8881209046,0.3099995632,0.6759576271
59899,22,13,standard,3,208.06,63.83,61,6,3,0,0,0,0.0,1,81.46,0.0,81.46,0.0457320624,0.0457320624,0.0,0.1944286901
59900,25,50,standard,3,214.08,55.95,52,3,1,1,0,1,0.05,0,0.0,0.0,0.0,0.0583412738,0.07700332,0.0186620462,0.17530697
59901,30,47,premium,5,674.52,107.49,26,9,2,0,0,1,0.15,0,0.0,0.0,0.0,0.2873222184,0.4457184551,0.1583962367,0.5226796207
59902,39,14,budget,2,142.3,71.84,41,7,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0489856489,0.0489856489,0.0,0.1498366125
59903,21,33,standard,7,847.61,133.73,10,7,4,1,1,1,0.1,1,81.5,8.15,73.35,0.3957468683,0.5344213315,0.1386744632,0.6741079295
59904,30,26,budget,7,512.46,50.41,45,5,8,1,0,0,0.0,0,0.0,0.0,0.0,0.0794021227,0.0794021227,0.0,0.2404551426
59905,22,60,standard,6,485.45,101.45,18,9,13,2,0,0,0.0,0,0.0,0.0,0.0,0.1481883986,0.1481883986,0.0,0.3545509641
59906,31,41,standard,3,171.71,64.42,31,10,8,4,1,0,0.0,0,0.0,0.0,0.0,0.1521889651,0.1521889651,0.0,0.322952269
59907,62,16,budget,2,223.27,97.06,6,6,2,0,1,1,0.15,0,0.0,0.0,0.0,0.3324195331,0.5353828922,0.202963359,0.3838970963
59908,49,39,budget,6,124.71,25.15,57,7,5,3,0,0,0.0,0,0.0,0.0,0.0,0.1294503136,0.1294503136,0.0,0.1928960344
59909,42,79,standard,5,217.41,46.22,18,7,4,0,0,0,0.0,0,0.0,0.0,0.0,0.1649660339,0.1649660339,0.0,0.2531906067
59910,30,55,standard,2,252.4,107.07,27,5,8,0,1,0,0.0,1,61.74,0.0,61.74,0.2160634763,0.2160634763,0.0,0.3522752707
59911,24,42,premium,8,966.42,140.79,7,12,10,1,1,1,0.1,1,137.46,13.75,123.71,0.2625548271,0.3661213392,0.1035665121,0.6282393531
59912,35,33,standard,5,266.77,53.42,16,6,7,0,1,1,0.15,0,0.0,0.0,0.0,0.2256253585,0.4043028163,0.1786774578,0.4199465694
59913,19,66,premium,7,610.02,111.44,67,9,8,0,0,1,0.1,0,0.0,0.0,0.0,0.1277742241,0.1798007674,0.0520265433,0.3356015252
59914,43,12,standard,7,693.62,85.56,26,7,6,1,0,0,0.0,0,0.0,0.0,0.0,0.1606195861,0.1606195861,0.0,0.3953694793
59915,34,67,premium,6,323.59,57.19,29,5,5,0,0,0,0.0,0,0.0,0.0,0.0,0.2475043998,0.2475043998,0.0,0.3885309748
59916,36,15,standard,4,295.1,84.94,26,9,8,1,0,0,0.0,0,0.0,0.0,0.0,0.0907180248,0.0907180248,0.0,0.274072868
59917,18,11,standard,6,282.76,55.7,14,16,15,2,0,1,0.15,0,0.0,0.0,0.0,0.1058282799,0.2541964799,0.1483682001,0.3848139409
59918,37,27,standard,2,103.73,57.43,19,3,5,0,1,0,0.0,0,0.0,0.0,0.0,0.2820343678,0.2820343678,0.0,0.4083297334
59919,33,25,standard,4,208.72,77.3,5,10,10,0,0,1,0.15,1,132.56,19.88,112.68,0.1871255926,0.3530305749,0.1659049823,0.3857600696
59920,25,50,standard,4,297.09,82.0,130,4,5,0,0,1,0.05,0,0.0,0.0,0.0,0.0254045874,0.0350292974,0.00962471,0.0865345561
59921,38,31,budget,4,208.1,72.66,16,5,5,1,1,1,0.05,0,0.0,0.0,0.0,0.132187749,0.1667571779,0.0345694289,0.2832938537
59922,32,9,standard,4,387.53,73.1,27,9,4,1,0,0,0.0,1,76.71,0.0,76.71,0.1402074738,0.1402074738,0.0,0.3697345554
59923,39,29,standard,6,852.94,124.49,43,13,12,1,1,0,0.0,0,0.0,0.0,0.0,0.1168518153,0.1168518153,0.0,0.3600402516
59924,43,105,standard,5,166.47,35.63,95,6,4,1,0,0,0.0,0,0.0,0.0,0.0,0.0708313229,0.0708313229,0.0,0.0981528369
59925,24,27,standard,3,226.19,69.4,27,2,3,2,0,1,0.1,0,0.0,0.0,0.0,0.1060353499,0.1764688933,0.0704335435,0.2831167054
59926,37,16,premium,7,881.59,107.34,84,8,10,3,0,1,0.2,0,0.0,0.0,0.0,0.1091274079,0.2249516585,0.1158242505,0.3408652432
59927,37,61,standard,5,365.48,76.94,114,3,6,0,0,0,0.0,0,0.0,0.0,0.0,0.0396105555,0.0396105555,0.0,0.097135648
59928,50,37,budget,1,100.43,114.52,17,2,3,0,0,0,0.0,0,0.0,0.0,0.0,0.1667949629,0.1667949629,0.0,0.2088483905
59929,45,3,standard,4,358.19,88.36,71,7,5,2,0,0,0.0,0,0.0,0.0,0.0,0.0413978955,0.0413978955,0.0,0.1565651436
59930,32,19,budget,5,198.66,32.93,47,5,5,1,0,0,0.0,0,0.0,0.0,0.0,0.0463748814,0.0463748814,0.0,0.1608768335
59931,31,23,standard,10,546.93,50.38,18,7,7,0,1,0,0.0,0,0.0,0.0,0.0,0.206265891,0.206265891,0.0,0.4914145768
59932,38,26,standard,6,732.37,103.11,64,8,8,2,1,0,0.0,0,0.0,0.0,0.0,0.0837628941,0.0837628941,0.0,0.2819367365
59933,24,18,standard,7,365.5,58.03,20,7,11,0,0,0,0.0,0,0.0,0.0,0.0,0.0912283126,0.0912283126,0.0,0.3279667097
59934,25,13,premium,4,580.06,128.91,3,11,5,1,1,1,0.1,0,0.0,0.0,0.0,0.1616958931,0.2693400498,0.1076441567,0.5286817356
59935,31,66,standard,7,586.92,88.01,12,14,5,2,1,0,0.0,0,0.0,0.0,0.0,0.2127614017,0.2127614017,0.0,0.4397802467
59936,18,36,premium,10,910.89,89.87,16,10,7,0,0,0,0.0,0,0.0,0.0,0.0,0.1406799828,0.1406799828,0.0,0.512206955
59937,25,33,budget,4,213.37,66.42,14,7,14,1,0,0,0.0,1,55.6,0.0,55.6,0.0917060924,0.0917060924,0.0,0.2495583004
59938,32,43,standard,6,519.95,97.13,40,8,8,2,0,0,0.0,1,101.28,0.0,101.28,0.1040583719,0.1040583719,0.0,0.2816469567
59939,66,12,vip,9,2761.9,393.27,43,14,11,4,1,1,0.2,1,655.49,131.1,524.39,0.6586305409,0.8683697683,0.2097392274,0.8802872212
59940,29,31,standard,9,345.33,47.32,27,8,8,1,1,1,0.15,0,0.0,0.0,0.0,0.1667664292,0.3185354112,0.151768982,0.4107234364
59941,43,74,vip,9,825.15,96.69,62,12,17,3,0,0,0.0,0,0.0,0.0,0.0,0.3044496987,0.3044496987,0.0,0.4633002509
59942,34,53,budget,5,174.97,33.61,8,7,6,0,0,0,0.0,0,0.0,0.0,0.0,0.1798558757,0.1798558757,0.0,0.2968819684
59943,41,57,standard,5,852.77,158.44,38,14,8,0,1,1,0.15,0,0.0,0.0,0.0,0.3488746063,0.5024797164,0.1536051101,0.5058063441
59944,24,10,standard,3,111.48,35.69,41,12,18,2,0,0,0.0,0,0.0,0.0,0.0,0.0611216408,0.0611216408,0.0,0.2295987926
59945,19,53,budget,1,38.59,44.34,108,3,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0354697406,0.0354697406,0.0,0.0847639309
59946,51,35,standard,10,1086.03,102.82,59,6,7,0,0,1,0.05,1,92.7,4.64,88.06,0.2864958237,0.310491737,0.0239959134,0.449475133
59947,21,68,standard,2,271.86,141.06,16,6,5,1,0,0,0.0,0,0.0,0.0,0.0,0.2108194416,0.2108194416,0.0,0.3512615229
59948,52,17,vip,5,354.93,93.26,42,17,7,3,0,0,0.0,0,0.0,0.0,0.0,0.1545143472,0.1545143472,0.0,0.3675106067
59949,32,13,premium,6,1339.81,201.02,13,9,9,0,0,1,0.2,1,261.29,52.26,209.03,0.3152080783,0.560476924,0.2452688457,0.6782550549
59950,27,51,premium,9,1205.44,130.13,20,13,13,1,0,1,0.1,1,135.26,13.53,121.73,0.2319870703,0.2991269518,0.0671398815,0.5702871204
59951,30,26,standard,3,161.85,57.28,83,10,9,1,0,0,0.0,0,0.0,0.0,0.0,0.0965934642,0.0965934642,0.0,0.2163376728
59952,54,40,standard,5,863.1,171.54,65,7,6,1,0,1,0.1,0,0.0,0.0,0.0,0.1751150301,0.2209664349,0.0458514048,0.2984214628
59953,28,78,standard,7,412.46,55.95,16,5,9,1,1,0,0.0,0,0.0,0.0,0.0,0.3346516867,0.3346516867,0.0,0.4685246702
59954,32,22,budget,2,67.35,40.65,54,4,2,1,1,0,0.0,0,0.0,0.0,0.0,0.0604574716,0.0604574716,0.0,0.1698081392
59955,47,70,standard,6,717.51,118.29,43,13,14,1,0,0,0.0,0,0.0,0.0,0.0,0.2345307378,0.2345307378,0.0,0.3367735781
59956,41,67,standard,7,375.7,66.61,25,12,13,1,0,1,0.05,0,0.0,0.0,0.0,0.311822122,0.3467961753,0.0349740533,0.3968581185
59957,59,38,standard,6,446.82,84.29,27,5,7,1,1,1,0.15,1,100.26,15.04,85.22,0.3047410015,0.447446098,0.1427050964,0.3966671666
59958,49,14,budget,3,121.29,50.72,27,7,4,0,0,0,0.0,0,0.0,0.0,0.0,0.1223929852,0.1223929852,0.0,0.2260945996
59959,28,21,standard,1,134.63,150.22,24,8,8,2,0,0,0.0,0,0.0,0.0,0.0,0.0870794656,0.0870794656,0.0,0.2428676905
59960,50,47,premium,6,734.44,128.29,8,12,13,1,1,1,0.15,1,116.51,17.48,99.03,0.5519052182,0.7810238325,0.2291186142,0.6599976809
59961,18,18,standard,2,124.21,68.17,74,5,7,0,0,0,0.0,0,0.0,0.0,0.0,0.068314979,0.068314979,0.0,0.2080931145
59962,44,16,premium,13,970.79,97.82,25,8,12,1,1,1,0.2,0,0.0,0.0,0.0,0.2587844523,0.4776234373,0.218838985,0.5866936088
59963,29,29,standard,2,191.59,99.49,56,6,5,1,0,0,0.0,0,0.0,0.0,0.0,0.0657873136,0.0657873136,0.0,0.1898571264
59964,43,11,standard,1,113.8,107.42,52,6,3,2,0,1,0.05,1,69.19,3.46,65.73,0.123365451,0.1530172823,0.0296518313,0.2321967773
59965,58,28,standard,5,336.04,64.84,41,9,5,0,1,0,0.0,0,0.0,0.0,0.0,0.2609282648,0.2609282648,0.0,0.3655506808
59966,18,20,standard,5,473.81,125.62,49,10,5,0,0,0,0.0,0,0.0,0.0,0.0,0.0558171288,0.0558171288,0.0,0.2647394681
59967,46,75,standard,1,48.25,46.25,100,6,6,1,1,0,0.0,0,0.0,0.0,0.0,0.0552920847,0.0552920847,0.0,0.0876283656
59968,45,46,standard,3,151.16,39.79,58,9,13,3,0,0,0.0,1,53.89,0.0,53.89,0.1131966056,0.1131966056,0.0,0.1908879732
59969,43,6,vip,8,1616.58,182.62,13,14,17,2,1,1,0.15,1,225.76,33.86,191.9,0.4696932872,0.6699098352,0.2002165479,0.8114995894
59970,25,103,standard,3,277.02,98.32,49,5,6,0,0,0,0.0,0,0.0,0.0,0.0,0.1327953497,0.1327953497,0.0,0.2044715881
59971,35,47,standard,8,1398.71,170.97,35,4,5,3,0,1,0.1,0,0.0,0.0,0.0,0.2238995312,0.2783895484,0.0544900172,0.494342279
59972,25,36,premium,4,470.01,120.81,57,14,17,0,0,0,0.0,0,0.0,0.0,0.0,0.0955087818,0.0955087818,0.0,0.3036024562
59973,41,21,budget,3,109.13,40.94,7,6,3,0,1,0,0.0,0,0.0,0.0,0.0,0.1446101628,0.1446101628,0.0,0.2983508833
59974,22,6,standard,3,207.61,90.96,89,4,2,1,0,0,0.0,0,0.0,0.0,0.0,0.0325836078,0.0325836078,0.0,0.1511954632
59975,31,79,standard,5,930.07,141.93,33,8,8,2,1,0,0.0,0,0.0,0.0,0.0,0.3756903139,0.3756903139,0.0,0.5253457327
59976,43,36,standard,8,1501.89,153.97,35,6,8,1,1,0,0.0,0,0.0,0.0,0.0,0.315083004,0.315083004,0.0,0.5950798968
59977,28,42,standard,1,80.85,80.71,62,8,1,0,0,1,0.05,0,0.0,0.0,0.0,0.0649521096,0.0873047126,0.022352603,0.1656608977
59978,32,26,premium,6,1355.19,216.44,14,9,8,1,1,1,0.15,0,0.0,0.0,0.0,0.3144715543,0.4878694124,0.1733978582,0.6847189839
59979,26,59,standard,9,576.86,68.09,29,7,10,0,1,1,0.15,0,0.0,0.0,0.0,0.1549757157,0.2749077398,0.1199320241,0.3845331548
59980,39,72,standard,8,373.07,52.54,16,11,12,6,0,0,0.0,0,0.0,0.0,0.0,0.301925679,0.301925679,0.0,0.4020265633
59981,34,13,standard,5,185.78,33.22,49,9,4,0,0,0,0.0,0,0.0,0.0,0.0,0.0468387569,0.0468387569,0.0,0.1894895027
59982,28,24,premium,7,816.65,115.23,35,12,9,3,0,0,0.0,0,0.0,0.0,0.0,0.1830272488,0.1830272488,0.0,0.4978799382
59983,29,29,premium,4,381.74,91.92,54,5,12,0,0,0,0.0,0,0.0,0.0,0.0,0.0576381328,0.0576381328,0.0,0.223370888
59984,38,15,standard,3,130.82,44.94,22,7,1,1,0,0,0.0,0,0.0,0.0,0.0,0.1446120561,0.1446120561,0.0,0.3179220953
59985,24,14,standard,2,72.94,39.21,25,7,5,0,1,0,0.0,0,0.0,0.0,0.0,0.066730047,0.066730047,0.0,0.2581170946
59986,36,26,standard,1,70.41,59.86,34,9,9,1,0,0,0.0,0,0.0,0.0,0.0,0.0589666018,0.0589666018,0.0,0.1680052842
59987,36,47,standard,0,0.0,84.57,20,12,6,1,1,0,0.0,0,0.0,0.0,0.0,0.1151084039,0.1151084039,0.0,0.2233200448
59988,38,29,premium,13,847.29,77.78,35,10,12,0,0,1,0.1,0,0.0,0.0,0.0,0.1669496307,0.2267873645,0.0598377339,0.4558974081
59989,30,33,standard,8,947.66,99.55,18,8,4,1,1,0,0.0,0,0.0,0.0,0.0,0.280608548,0.280608548,0.0,0.5844380506
59990,43,25,budget,5,259.0,33.57,12,5,5,1,1,0,0.0,0,0.0,0.0,0.0,0.1395020499,0.1395020499,0.0,0.2989082066
59991,47,50,standard,3,649.21,182.5,34,6,9,1,1,1,0.15,0,0.0,0.0,0.0,0.2759605644,0.4138408831,0.1378803187,0.3973011811
59992,43,18,standard,4,103.59,27.53,94,5,4,0,0,0,0.0,0,0.0,0.0,0.0,0.0434258556,0.0434258556,0.0,0.1209917891
59993,38,21,standard,7,1425.31,198.49,79,15,6,2,1,0,0.0,0,0.0,0.0,0.0,0.1452833518,0.1452833518,0.0,0.4513871738
59994,20,9,budget,4,178.75,49.88,70,7,6,0,0,0,0.0,0,0.0,0.0,0.0,0.0240441459,0.0240441459,0.0,0.1271744965
59995,54,48,standard,3,101.92,44.35,32,5,9,2,1,0,0.0,0,0.0,0.0,0.0,0.2793797333,0.2793797333,0.0,0.3164236919
59996,37,17,standard,5,171.34,34.2,16,11,8,1,0,1,0.1,0,0.0,0.0,0.0,0.1879644979,0.2827880145,0.0948235166,0.3787820048
59997,39,40,budget,5,390.4,55.32,58,4,7,1,1,0,0.0,0,0.0,0.0,0.0,0.124901413,0.124901413,0.0,0.2410132769
59998,28,13,standard,5,345.6,70.24,65,8,5,1,0,0,0.0,0,0.0,0.0,0.0,0.0348999721,0.0348999721,0.0,0.174601891
59999,34,32,standard,3,155.23,46.07,59,6,12,2,0,0,0.0,0,0.0,0.0,0.0,0.0611942366,0.0611942366,0.0,0.1673072598
60000,49,35,standard,7,609.36,68.04,41,8,6,0,0,1,0.1,1,74.93,7.49,67.44,0.2620001191,0.3325047803,0.0705046612,0.3969589253
60001,45,22,standard,4,325.69,78.22,141,6,8,3,0,0,0.0,0,0.0,0.0,0.0,0.0277936099,0.0277936099,0.0,0.0815676663
60002,33,18,standard,4,422.23,150.72,37,5,4,0,1,0,0.0,0,0.0,0.0,0.0,0.0920302613,0.0920302613,0.0,0.3017628311
60003,53,15,standard,5,349.5,81.86,10,7,6,0,1,1,0.1,1,86.27,8.63,77.64,0.3117826056,0.4247466135,0.1129640079,0.4702361846
60004,25,36,standard,2,276.77,128.02,63,11,8,0,1,0,0.0,0,0.0,0.0,0.0,0.0997030775,0.0997030775,0.0,0.2633850164
60005,18,25,budget,3,110.52,41.42,34,1,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0632318792,0.0632318792,0.0,0.1978847994
60006,18,21,budget,5,180.89,44.34,30,5,3,1,0,0,0.0,0,0.0,0.0,0.0,0.0323989068,0.0323989068,0.0,0.1688891811
60007,45,23,standard,4,434.98,132.55,3,3,2,1,1,1,0.05,0,0.0,0.0,0.0,0.192138303,0.2300245445,0.0378862416,0.3997106522
60008,28,24,premium,7,530.98,76.38,16,11,8,1,0,0,0.0,0,0.0,0.0,0.0,0.2256353394,0.2256353394,0.0,0.5213458204
60009,34,24,premium,4,220.71,63.58,34,7,6,1,0,0,0.0,0,0.0,0.0,0.0,0.069632539,0.069632539,0.0,0.2480398846
60010,48,26,standard,7,612.77,75.49,10,5,5,0,0,0,0.0,0,0.0,0.0,0.0,0.2935704443,0.2935704443,0.0,0.4668936966
60011,40,60,budget,1,46.97,67.75,25,4,4,0,0,0,0.0,0,0.0,0.0,0.0,0.1608031426,0.1608031426,0.0,0.1975770004
60012,23,41,standard,8,700.55,106.6,30,5,8,1,1,0,0.0,0,0.0,0.0,0.0,0.1047455899,0.1047455899,0.0,0.3691683503
60013,54,5,standard,5,163.02,39.73,44,9,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0953623294,0.0953623294,0.0,0.2282260032
60014,33,47,standard,8,710.16,91.97,13,8,4,0,0,1,0.05,0,0.0,0.0,0.0,0.2900519295,0.3291759524,0.0391240229,0.5047904351
60015,35,17,premium,10,1021.12,143.05,67,11,9,0,0,0,0.0,0,0.0,0.0,0.0,0.1318857437,0.1318857437,0.0,0.4274669365
60016,28,19,premium,9,776.03,76.31,45,6,7,2,1,1,0.15,1,73.34,11.0,62.34,0.0977827278,0.204181045,0.1063983172,0.4123981016
60017,24,41,standard,3,186.02,46.18,15,5,3,1,0,0,0.0,0,0.0,0.0,0.0,0.1517475735,0.1517475735,0.0,0.3326295513
60018,39,10,standard,5,489.56,107.13,34,10,6,0,0,0,0.0,0,0.0,0.0,0.0,0.2575793981,0.2575793981,0.0,0.458005685
60019,20,24,premium,3,254.87,86.75,6,11,6,2,1,0,0.0,0,0.0,0.0,0.0,0.1801997073,0.1801997073,0.0,0.4929054966
60020,35,70,premium,7,290.26,38.56,12,15,6,0,0,1,0.05,0,0.0,0.0,0.0,0.3378185868,0.3811726271,0.0433540402,0.4802626333
60021,53,21,standard,3,113.46,48.6,37,8,6,2,0,0,0.0,1,46.75,0.0,46.75,0.1414429814,0.1414429814,0.0,0.2411970426
60022,44,30,standard,2,117.69,47.29,36,9,7,1,1,0,0.0,0,0.0,0.0,0.0,0.1758620588,0.1758620588,0.0,0.3000074311
60023,38,33,standard,1,86.96,103.97,47,6,2,1,0,0,0.0,0,0.0,0.0,0.0,0.0819059672,0.0819059672,0.0,0.1800789295
60024,24,23,premium,5,614.6,112.45,28,12,8,4,0,0,0.0,0,0.0,0.0,0.0,0.089937575,0.089937575,0.0,0.3733989199
60025,35,31,vip,9,1427.77,115.59,34,12,14,2,0,1,0.2,1,205.92,41.18,164.74,0.4611165671,0.7062925648,0.2451759977,0.7473818169
60026,27,72,standard,7,719.52,77.79,22,11,6,0,0,0,0.0,0,0.0,0.0,0.0,0.3117384048,0.3117384048,0.0,0.4875284632
60027,52,24,standard,2,102.13,48.27,10,13,7,1,0,0,0.0,1,32.19,0.0,32.19,0.3449827155,0.3449827155,0.0,0.4071519841
60028,31,8,standard,6,437.22,81.09,34,9,8,1,0,0,0.0,0,0.0,0.0,0.0,0.1244550046,0.1244550046,0.0,0.3610222718
60029,27,43,budget,0,0.0,47.66,15,7,8,0,0,0,0.0,0,0.0,0.0,0.0,0.062005628,0.062005628,0.0,0.1462975866
60030,34,10,standard,3,244.08,76.9,6,8,6,2,0,1,0.15,1,52.97,7.95,45.02,0.1631474147,0.3270763083,0.1639288936,0.3795142022
60031,27,40,premium,7,810.5,151.54,21,7,4,0,0,0,0.0,0,0.0,0.0,0.0,0.2477398245,0.2477398245,0.0,0.5405870691
60032,39,15,standard,4,208.9,57.0,18,6,4,2,0,0,0.0,0,0.0,0.0,0.0,0.173442494,0.173442494,0.0,0.3527768206
60033,56,37,standard,3,77.5,29.47,24,12,2,1,0,1,0.1,1,29.23,2.92,26.31,0.2734499079,0.3632746851,0.0898247772,0.3265613364
60034,36,58,standard,7,546.21,92.4,4,11,6,1,1,0,0.0,0,0.0,0.0,0.0,0.2522704168,0.2522704168,0.0,0.4654835136
60035,26,33,standard,2,230.01,104.77,38,9,7,0,0,1,0.15,1,134.9,20.24,114.66,0.077002618,0.1771607628,0.1001581447,0.2288348664
60036,34,42,standard,5,429.91,83.79,61,5,6,0,0,1,0.05,0,0.0,0.0,0.0,0.0557232116,0.0691143966,0.0133911851,0.1771239706
60037,22,76,standard,9,503.85,51.38,37,7,8,3,0,0,0.0,1,52.72,0.0,52.72,0.2453705699,0.2453705699,0.0,0.4051186955
60038,68,16,standard,2,119.29,62.55,23,10,7,0,0,0,0.0,1,85.82,0.0,85.82,0.223176386,0.223176386,0.0,0.2751821776
60039,56,21,standard,3,222.75,60.48,12,13,12,2,0,1,0.15,1,50.57,7.59,42.98,0.1660222127,0.2849402277,0.1189180149,0.2905028404
60040,50,63,premium,6,454.59,91.9,18,14,14,0,1,1,0.2,0,0.0,0.0,0.0,0.281363104,0.4935637143,0.2122006103,0.4307208629
60041,44,34,standard,5,397.6,55.57,34,11,8,1,0,0,0.0,0,0.0,0.0,0.0,0.182187191,0.182187191,0.0,0.3307245254
60042,34,49,premium,8,550.25,81.59,36,16,8,2,1,1,0.15,0,0.0,0.0,0.0,0.2267331219,0.3714477004,0.1447145784,0.4768159593
60043,34,47,standard,8,373.57,50.61,43,9,4,0,0,1,0.2,1,79.85,15.97,63.88,0.2395481324,0.4399296005,0.2003814681,0.3906207404
60044,34,10,standard,1,138.31,162.47,18,6,2,0,0,1,0.15,1,201.33,30.2,171.13,0.0920934115,0.2190266229,0.1269332114,0.2563168387
60045,62,76,standard,2,206.19,91.82,180,2,6,1,0,0,0.0,0,0.0,0.0,0.0,0.0286651038,0.0286651038,0.0,0.0324711381
60046,34,10,budget,6,147.27,20.0,67,7,6,2,0,0,0.0,0,0.0,0.0,0.0,0.0385149261,0.0385149261,0.0,0.1407838072
60047,30,48,budget,5,522.52,96.91,48,8,5,0,0,0,0.0,0,0.0,0.0,0.0,0.1207912014,0.1207912014,0.0,0.261587555
60048,35,67,standard,6,288.21,63.38,23,11,5,1,0,0,0.0,0,0.0,0.0,0.0,0.163177731,0.163177731,0.0,0.3003487405
60049,42,14,standard,4,505.51,129.3,24,8,12,4,0,0,0.0,1,151.93,0.0,151.93,0.1868686153,0.1868686153,0.0,0.3815888583
60050,18,94,standard,7,462.99,69.76,33,3,5,0,0,0,0.0,0,0.0,0.0,0.0,0.1879534791,0.1879534791,0.0,0.3270230285
60051,40,13,premium,6,812.64,130.22,8,13,14,2,0,1,0.05,1,145.89,7.29,138.6,0.3072877177,0.3519375229,0.0446498052,0.5949168266
60052,18,26,budget,3,168.1,55.73,29,9,6,1,0,0,0.0,0,0.0,0.0,0.0,0.0825059422,0.0825059422,0.0,0.2497874385
60053,52,110,standard,4,159.43,43.11,8,5,9,0,1,0,0.0,0,0.0,0.0,0.0,0.3658595643,0.3658595643,0.0,0.3173671006
60054,18,17,budget,2,39.15,21.49,1,5,0,0,0,0,0.0,0,0.0,0.0,0.0,0.1002744814,0.1002744814,0.0,0.2963820829
60055,27,16,standard,1,58.94,63.57,34,10,5,1,0,0,0.0,0,0.0,0.0,0.0,0.1008660655,0.1008660655,0.0,0.2591810555
60056,18,70,standard,9,766.78,100.38,78,6,7,0,0,0,0.0,0,0.0,0.0,0.0,0.0814275175,0.0814275175,0.0,0.2502273942
60057,56,39,budget,5,364.4,90.92,23,9,3,1,0,1,0.15,1,88.38,13.26,75.12,0.200590373,0.3087208891,0.1081305161,0.2805330803
60058,36,118,standard,3,212.62,64.84,64,6,11,1,0,0,0.0,0,0.0,0.0,0.0,0.2668687788,0.2668687788,0.0,0.2257615978
60059,60,57,standard,3,163.9,52.14,12,6,4,0,1,1,0.15,0,0.0,0.0,0.0,0.3106476132,0.4710606074,0.1604129942,0.3385188342
60060,58,71,budget,5,112.82,22.3,1,7,4,0,0,1,0.1,0,0.0,0.0,0.0,0.3052496148,0.3818645938,0.0766149789,0.2853802475
60061,50,12,standard,5,409.77,88.57,69,3,7,2,0,0,0.0,0,0.0,0.0,0.0,0.0809976177,0.0809976177,0.0,0.1953616628
60062,21,44,budget,6,192.54,37.3,34,6,3,1,1,1,0.1,0,0.0,0.0,0.0,0.0993282621,0.1745361884,0.0752079263,0.2735052943
60063,38,5,standard,2,130.73,68.98,21,5,2,1,0,0,0.0,1,81.39,0.0,81.39,0.0974989554,0.0974989554,0.0,0.2640868678
60064,51,13,standard,4,284.79,63.03,25,10,4,0,0,1,0.15,0,0.0,0.0,0.0,0.2043714653,0.3455150766,0.1411436113,0.3528318584
60065,40,44,standard,0,0.0,114.05,10,4,7,0,0,0,0.0,1,127.37,0.0,127.37,0.1910872429,0.1910872429,0.0,0.2510623237
60066,32,48,standard,6,251.22,34.01,42,7,2,0,0,0,0.0,0,0.0,0.0,0.0,0.0809937922,0.0809937922,0.0,0.2237072943
60067,40,48,premium,7,853.26,105.99,22,11,9,1,1,0,0.0,0,0.0,0.0,0.0,0.1872273041,0.1872273041,0.0,0.464727212
60068,41,10,premium,3,126.19,40.99,32,7,16,2,1,0,0.0,0,0.0,0.0,0.0,0.1187932542,0.1187932542,0.0,0.3180630694
60069,20,21,premium,3,307.89,109.86,55,8,9,1,0,0,0.0,1,55.11,0.0,55.11,0.0429149432,0.0429149432,0.0,0.2190798712
60070,30,24,standard,2,255.48,112.89,27,8,7,1,0,1,0.2,0,0.0,0.0,0.0,0.1716212358,0.3991618526,0.2275406168,0.3464471541
60071,43,36,premium,7,2040.13,257.01,43,5,10,0,0,1,0.2,1,229.97,45.99,183.98,0.4877048247,0.6747818919,0.1870770673,0.7366004202
60072,46,25,premium,5,239.77,63.31,82,11,9,4,0,0,0.0,0,0.0,0.0,0.0,0.0579033302,0.0579033302,0.0,0.1723182814
60073,39,29,standard,3,77.84,28.54,22,5,3,0,1,0,0.0,1,25.7,0.0,25.7,0.253075615,0.253075615,0.0,0.392656876
60074,32,11,standard,2,184.51,81.25,4,9,2,0,1,0,0.0,0,0.0,0.0,0.0,0.1579947691,0.1579947691,0.0,0.4010407539
60075,34,40,standard,4,211.92,53.94,29,6,5,1,1,0,0.0,0,0.0,0.0,0.0,0.1499925915,0.1499925915,0.0,0.3212223859
60076,28,17,standard,5,533.69,99.65,3,5,8,0,1,0,0.0,0,0.0,0.0,0.0,0.1955617335,0.1955617335,0.0,0.4902955946
60077,35,17,standard,6,606.49,94.85,6,8,7,1,1,0,0.0,0,0.0,0.0,0.0,0.2412815523,0.2412815523,0.0,0.5241254813
60078,45,6,budget,2,111.33,50.99,38,5,9,3,0,0,0.0,0,0.0,0.0,0.0,0.0839547903,0.0839547903,0.0,0.1818397318
60079,63,33,standard,5,381.51,77.31,17,7,10,1,0,0,0.0,0,0.0,0.0,0.0,0.3226671294,0.3226671294,0.0,0.3767088905
